CASE_ID,PARTY_NUMBER,VICTIM_NUMBER,VICTIM_ROLE,VICTIM_SEX,VICTIM_AGE,VICTIM_DEGREE_OF_INJURY,VICTIM_SEATING_POSITION,VICTIM_SAFETY_EQUIP_1,VICTIM_SAFETY_EQUIP_2,VICTIM_EJECTED,COUNTY,CITY,ACCIDENT_YEAR
8568934,2,2,2,M,66,0,3,L,G,0,VENTURA,"SIMI VALLEY",2018
8568946,2,1,1,F,55,3,1,L,G,0,VENTURA,"SIMI VALLEY",2018
8568946,2,2,2,F,33,4,3,L,G,0,VENTURA,"SIMI VALLEY",2018
8575202,2,1,1,F,34,4,1,L,G,0,VENTURA,MOORPARK,2018
8575206,1,1,1,F,18,4,1,M,G,0,VENTURA,MOORPARK,2018
8575206,2,1,1,F,47,4,1,M,G,0,VENTURA,MOORPARK,2018
8575293,2,1,1,F,16,3,1,L,G,0,VENTURA,MOORPARK,2018
8593900,2,1,3,M,30,2,9,-,P,1,VENTURA,OXNARD,2018
8596963,2,1,1,M,75,3,1,P,-,0,VENTURA,OXNARD,2018
8596964,1,1,4,M,23,3,9,P,V,0,VENTURA,OXNARD,2018
8596967,2,1,1,M,20,4,1,-,-,0,VENTURA,OXNARD,2018
8596971,1,1,2,F,25,3,6,N,F,0,VENTURA,OXNARD,2018
8596971,2,1,2,F,26,4,4,M,F,0,VENTURA,OXNARD,2018
8596979,1,1,1,M,43,3,1,M,G,0,VENTURA,OXNARD,2018
8596983,1,1,1,M,29,4,1,M,G,0,VENTURA,OXNARD,2018
8596995,1,1,2,M,8,0,2,L,G,0,VENTURA,OXNARD,2018
8596995,2,1,2,F,23,3,3,M,G,0,VENTURA,OXNARD,2018
8596995,2,2,2,F,19,0,2,M,G,0,VENTURA,OXNARD,2018
8597007,2,1,1,M,68,4,1,M,G,0,VENTURA,OXNARD,2018
8597011,2,1,2,F,6,4,6,M,Q,0,VENTURA,OXNARD,2018
8597011,2,2,2,M,12,4,4,M,G,0,VENTURA,OXNARD,2018
8597011,2,3,1,F,32,4,1,M,G,0,VENTURA,OXNARD,2018
8597015,2,1,4,M,18,3,9,P,V,1,VENTURA,OXNARD,2018
8597019,2,1,1,M,34,4,1,M,G,0,VENTURA,OXNARD,2018
8597026,1,1,2,F,32,0,3,L,G,0,VENTURA,OXNARD,2018
8597026,1,2,2,M,24,0,4,L,G,0,VENTURA,OXNARD,2018
8597026,2,1,1,M,29,4,1,L,H,0,VENTURA,OXNARD,2018
8597038,1,1,4,-,60,3,1,P,V,0,VENTURA,OXNARD,2018
8597039,1,1,1,M,45,4,1,L,G,0,VENTURA,OXNARD,2018
8597039,1,2,2,M,21,4,3,L,G,0,VENTURA,OXNARD,2018
8599128,1,1,2,F,25,3,3,L,G,0,VENTURA,OXNARD,2018
8599128,2,1,1,M,19,3,1,L,G,0,VENTURA,OXNARD,2018
8599132,2,1,1,F,49,4,1,M,G,0,VENTURA,OXNARD,2018
8599136,2,1,1,M,31,2,1,L,G,0,VENTURA,OXNARD,2018
8599140,1,1,4,M,16,3,9,P,V,0,VENTURA,OXNARD,2018
8599144,2,1,3,M,18,3,9,P,V,1,VENTURA,OXNARD,2018
8599148,1,1,1,M,30,4,1,M,G,0,VENTURA,OXNARD,2018
8599148,2,1,1,F,45,4,1,M,G,0,VENTURA,OXNARD,2018
8599148,2,2,2,M,23,4,3,M,G,0,VENTURA,OXNARD,2018
8599148,2,3,2,M,11,0,2,M,G,0,VENTURA,OXNARD,2018
8599148,2,4,2,M,57,0,5,M,G,0,VENTURA,OXNARD,2018
8599148,2,5,2,M,33,0,6,M,G,0,VENTURA,OXNARD,2018
8599152,1,1,2,M,81,0,1,M,G,0,VENTURA,OXNARD,2018
8599152,2,1,1,M,20,4,1,M,G,0,VENTURA,OXNARD,2018
8599156,1,1,2,F,34,0,3,M,G,0,VENTURA,OXNARD,2018
8599156,2,1,1,F,29,4,1,M,G,0,VENTURA,OXNARD,2018
8599156,2,2,2,F,9,4,3,M,G,0,VENTURA,OXNARD,2018
8599160,2,1,2,F,56,4,3,M,G,0,VENTURA,OXNARD,2018
8599164,1,1,1,M,48,4,1,L,G,0,VENTURA,OXNARD,2018
8599164,2,1,1,M,54,4,1,M,G,0,VENTURA,OXNARD,2018
8599164,2,2,2,F,30,4,3,L,G,0,VENTURA,OXNARD,2018
8599168,1,1,2,F,17,0,5,M,H,0,VENTURA,OXNARD,2018
8599168,1,2,2,F,12,4,5,M,H,0,VENTURA,OXNARD,2018
8599168,1,3,2,M,15,0,4,M,G,0,VENTURA,OXNARD,2018
8599168,1,4,2,F,16,4,6,M,G,0,VENTURA,OXNARD,2018
8599168,1,5,2,M,19,0,3,M,G,0,VENTURA,OXNARD,2018
8599172,2,1,2,F,57,3,3,M,G,0,VENTURA,OXNARD,2018
8599176,2,1,1,M,46,4,1,M,G,0,VENTURA,OXNARD,2018
8599180,1,1,2,M,19,0,3,M,G,0,VENTURA,OXNARD,2018
8599180,2,1,2,M,5,0,6,P,Q,0,VENTURA,OXNARD,2018
8599180,2,2,2,M,3,0,4,P,Q,0,VENTURA,OXNARD,2018
8599180,2,3,2,M,25,0,3,M,-,0,VENTURA,OXNARD,2018
8599180,2,4,1,F,24,4,1,M,G,0,VENTURA,OXNARD,2018
8599184,2,1,3,F,22,4,9,P,-,0,VENTURA,OXNARD,2018
8599184,3,1,3,F,15,4,9,P,-,0,VENTURA,OXNARD,2018
8599188,1,1,1,M,24,3,1,L,B,0,VENTURA,OXNARD,2018
8599192,1,1,1,M,22,2,1,M,G,0,VENTURA,OXNARD,2018
8599196,2,1,1,F,53,4,1,M,G,0,VENTURA,OXNARD,2018
8599200,2,1,3,M,76,3,9,P,-,0,VENTURA,OXNARD,2018
8599398,2,1,3,F,60,2,9,-,-,0,VENTURA,OXNARD,2018
8599402,2,1,1,M,81,4,1,M,G,0,VENTURA,OXNARD,2018
8599406,1,1,1,M,60,3,3,L,G,0,VENTURA,OXNARD,2018
8599406,2,1,1,F,12,3,1,M,G,0,VENTURA,OXNARD,2018
8599406,3,1,1,F,46,4,1,M,G,0,VENTURA,OXNARD,2018
8599410,2,1,1,F,58,4,1,M,G,0,VENTURA,OXNARD,2018
8601440,1,1,2,F,3,0,6,M,Q,0,VENTURA,VENTURA,2018
8601440,2,1,2,F,56,0,3,L,G,0,VENTURA,VENTURA,2018
8601440,2,2,2,F,61,3,6,L,G,0,VENTURA,VENTURA,2018
8601440,2,3,1,F,55,2,1,L,G,0,VENTURA,VENTURA,2018
8608164,1,1,1,M,30,4,1,M,U,0,VENTURA,OXNARD,2018
8608168,2,1,1,M,46,4,1,L,G,0,VENTURA,OXNARD,2018
8608172,1,1,1,M,51,4,1,L,G,0,VENTURA,OXNARD,2018
8608172,2,1,1,M,70,3,1,L,G,0,VENTURA,OXNARD,2018
8608176,1,1,1,M,48,4,1,L,G,0,VENTURA,OXNARD,2018
8608180,2,1,3,M,12,3,9,P,V,0,VENTURA,OXNARD,2018
8608184,2,1,1,M,38,3,1,L,G,0,VENTURA,OXNARD,2018
8608188,2,1,1,F,70,4,1,L,G,0,VENTURA,OXNARD,2018
8608192,1,1,4,M,20,3,9,P,V,3,VENTURA,OXNARD,2018
8608196,2,1,3,M,17,4,9,-,-,0,VENTURA,OXNARD,2018
8608200,2,1,1,M,67,4,1,M,G,0,VENTURA,OXNARD,2018
8608204,2,1,1,M,28,3,1,L,G,0,VENTURA,OXNARD,2018
8608208,2,1,2,F,12,4,3,M,G,0,VENTURA,OXNARD,2018
8608212,1,1,1,F,19,4,1,L,G,0,VENTURA,OXNARD,2018
8608212,2,1,1,F,56,4,3,L,G,0,VENTURA,OXNARD,2018
8608216,1,1,1,M,20,3,1,L,G,0,VENTURA,OXNARD,2018
8608220,2,1,2,M,77,4,1,L,G,0,VENTURA,OXNARD,2018
8608220,2,2,2,F,43,4,1,L,G,0,VENTURA,OXNARD,2018
8608224,1,1,1,M,20,4,1,M,G,0,VENTURA,OXNARD,2018
8608224,2,1,1,F,58,4,1,L,G,0,VENTURA,OXNARD,2018
8608228,1,1,1,M,33,4,1,M,G,0,VENTURA,OXNARD,2018
8608228,2,1,1,M,51,4,1,L,G,0,VENTURA,OXNARD,2018
8608236,1,1,2,M,18,4,4,M,G,0,VENTURA,OXNARD,2018
8608236,1,2,2,M,19,4,4,M,G,0,VENTURA,OXNARD,2018
8608236,1,3,2,F,15,4,3,M,G,0,VENTURA,OXNARD,2018
8608236,2,1,2,F,43,4,1,M,G,0,VENTURA,OXNARD,2018
8608240,2,1,2,F,50,4,6,P,H,0,VENTURA,OXNARD,2018
8608257,2,1,1,F,37,4,1,M,G,0,VENTURA,OXNARD,2018
8608261,2,1,1,F,50,4,1,M,G,0,VENTURA,OXNARD,2018
8608265,2,1,1,F,19,4,1,M,G,0,VENTURA,OXNARD,2018
8608265,2,2,2,M,18,4,3,M,G,0,VENTURA,OXNARD,2018
8608269,1,1,2,F,64,3,3,M,G,0,VENTURA,OXNARD,2018
8608269,1,2,1,M,70,4,1,M,G,0,VENTURA,OXNARD,2018
8608269,2,1,1,F,48,4,1,L,G,0,VENTURA,OXNARD,2018
8608273,1,1,1,M,22,4,1,M,G,0,VENTURA,OXNARD,2018
8608273,2,1,1,F,22,4,1,M,G,0,VENTURA,OXNARD,2018
8608277,1,1,4,M,12,2,3,M,G,0,VENTURA,OXNARD,2018
8608281,1,1,4,M,7,3,1,P,V,0,VENTURA,OXNARD,2018
8608285,1,1,1,M,16,4,1,L,G,0,VENTURA,OXNARD,2018
8608285,1,2,2,F,18,4,3,L,G,0,VENTURA,OXNARD,2018
8608285,2,1,1,F,37,4,1,M,G,0,VENTURA,OXNARD,2018
8608289,2,1,1,M,37,4,1,L,G,0,VENTURA,OXNARD,2018
8608293,2,1,2,F,9,4,6,M,G,0,VENTURA,OXNARD,2018
8608297,1,1,2,F,10,4,6,L,G,0,VENTURA,OXNARD,2018
8608297,2,1,1,M,25,4,1,L,G,0,VENTURA,OXNARD,2018
8608297,2,2,2,M,21,4,3,L,G,0,VENTURA,OXNARD,2018
8608301,2,1,2,F,22,4,3,M,G,0,VENTURA,OXNARD,2018
8608305,2,1,2,F,21,4,3,M,G,0,VENTURA,OXNARD,2018
8608309,1,1,4,F,45,4,9,P,V,1,VENTURA,OXNARD,2018
8608313,2,1,1,M,30,4,1,M,G,0,VENTURA,OXNARD,2018
8608317,2,1,1,F,42,4,1,M,G,0,VENTURA,OXNARD,2018
8610743,1,1,1,F,58,3,1,M,G,0,VENTURA,OXNARD,2018
8610743,3,1,2,M,39,0,3,M,G,0,VENTURA,OXNARD,2018
8615779,1,1,4,M,62,3,1,P,W,2,VENTURA,OXNARD,2018
8615783,2,1,1,F,20,4,1,M,G,0,VENTURA,OXNARD,2018
8615787,1,1,1,F,32,3,1,L,G,0,VENTURA,OXNARD,2018
8789785,1,1,1,F,27,4,1,M,G,0,VENTURA,OXNARD,2018
8789785,2,1,2,M,38,4,3,M,G,0,VENTURA,OXNARD,2018
8789789,1,1,1,F,26,3,1,L,G,0,VENTURA,OXNARD,2018
8789789,2,1,1,M,19,4,1,M,G,0,VENTURA,OXNARD,2018
8789789,2,2,2,F,17,4,3,M,G,0,VENTURA,OXNARD,2018
8789789,3,1,1,F,58,4,1,M,G,0,VENTURA,OXNARD,2018
8814239,1,1,1,F,27,4,1,L,G,0,VENTURA,OXNARD,2018
8814239,2,1,1,M,46,4,1,M,G,0,VENTURA,OXNARD,2018
8814239,3,1,1,M,27,4,1,M,G,0,VENTURA,OXNARD,2018
8814239,3,2,2,M,26,4,1,M,G,0,VENTURA,OXNARD,2018
8814239,3,3,2,M,5,4,1,M,Q,0,VENTURA,OXNARD,2018
90635316,1,1,1,F,19,7,1,L,G,0,VENTURA,UNINCORPORATED,2018
90635316,1,2,2,M,15,7,6,M,G,0,VENTURA,UNINCORPORATED,2018
90635316,1,3,2,F,42,7,3,L,G,0,VENTURA,UNINCORPORATED,2018
90635482,1,1,1,M,62,7,1,M,G,0,VENTURA,UNINCORPORATED,2018
90635577,1,1,1,F,25,6,1,L,G,0,VENTURA,UNINCORPORATED,2018
90635789,1,1,1,M,23,5,1,L,G,0,VENTURA,UNINCORPORATED,2018
90635789,2,1,1,M,28,7,1,L,G,0,VENTURA,UNINCORPORATED,2018
90635920,1,1,1,M,29,6,1,L,G,0,VENTURA,"THOUSAND OAKS",2018
90636097,2,1,1,M,42,7,1,M,G,0,VENTURA,UNINCORPORATED,2018
90636107,1,1,1,M,18,6,1,M,G,0,VENTURA,VENTURA,2018
90636263,1,1,1,M,51,6,1,L,G,0,VENTURA,OXNARD,2018
90636263,2,1,1,F,45,6,1,M,G,0,VENTURA,OXNARD,2018
90636263,3,1,1,F,43,6,1,M,G,0,VENTURA,OXNARD,2018
90636424,1,1,1,M,34,5,1,L,G,0,VENTURA,UNINCORPORATED,2018
90636823,1,1,1,M,29,6,1,M,G,0,VENTURA,UNINCORPORATED,2018
90637167,1,1,1,M,26,6,1,L,G,0,VENTURA,"SANTA PAULA",2018
90637749,1,1,1,M,26,7,1,L,G,0,VENTURA,VENTURA,2018
90637762,1,1,1,M,34,6,1,L,G,0,VENTURA,UNINCORPORATED,2018
90637762,2,1,2,F,48,7,3,M,G,0,VENTURA,UNINCORPORATED,2018
90637816,1,1,1,F,20,7,1,M,G,0,VENTURA,VENTURA,2018
90637869,1,1,1,F,37,7,1,L,G,0,VENTURA,"THOUSAND OAKS",2018
90637928,2,1,1,F,62,7,1,M,G,0,VENTURA,UNINCORPORATED,2018
90637948,1,1,1,F,20,7,1,M,G,0,VENTURA,CAMARILLO,2018
90638498,2,1,1,M,35,7,1,M,G,0,VENTURA,VENTURA,2018
90638498,2,2,2,F,68,7,3,M,G,0,VENTURA,VENTURA,2018
90639637,1,1,2,F,18,6,3,L,G,0,VENTURA,UNINCORPORATED,2018
90639637,1,2,1,F,27,7,1,L,G,0,VENTURA,UNINCORPORATED,2018
90639699,1,1,1,M,20,6,1,L,G,0,VENTURA,VENTURA,2018
90639746,1,1,1,M,53,7,1,P,W,0,VENTURA,UNINCORPORATED,2018
90639782,1,1,1,M,29,6,1,L,G,0,VENTURA,UNINCORPORATED,2018
90639782,1,2,2,F,21,6,3,L,G,0,VENTURA,UNINCORPORATED,2018
90639790,1,1,2,F,46,7,3,M,G,0,VENTURA,CAMARILLO,2018
90639790,1,2,1,M,52,7,1,M,G,0,VENTURA,CAMARILLO,2018
90639790,2,1,1,F,39,7,1,L,G,0,VENTURA,CAMARILLO,2018
90639792,1,1,1,M,49,6,1,P,V,1,VENTURA,UNINCORPORATED,2018
90639817,1,1,1,M,55,5,1,L,G,0,VENTURA,UNINCORPORATED,2018
90640100,1,1,1,M,30,6,1,M,G,0,VENTURA,"THOUSAND OAKS",2018
90640400,2,1,1,M,64,7,1,L,G,0,VENTURA,OXNARD,2018
90640702,2,1,1,M,37,7,1,P,W,1,VENTURA,"THOUSAND OAKS",2018
90641106,2,1,3,M,40,6,0,-,P,0,VENTURA,UNINCORPORATED,2018
90641309,3,1,1,F,33,7,1,M,G,0,VENTURA,VENTURA,2018
90641377,1,1,1,M,53,6,1,L,G,0,VENTURA,UNINCORPORATED,2018
90641377,2,1,1,M,42,5,1,L,G,0,VENTURA,UNINCORPORATED,2018
90641492,2,1,1,M,44,7,1,M,G,0,VENTURA,"SIMI VALLEY",2018
90641508,2,1,1,F,39,6,1,M,G,0,VENTURA,VENTURA,2018
90641508,3,1,1,M,52,7,1,M,G,0,VENTURA,VENTURA,2018
90641636,2,1,1,M,57,7,1,M,G,0,VENTURA,UNINCORPORATED,2018
90641689,1,1,1,M,60,7,1,L,G,0,VENTURA,UNINCORPORATED,2018
90641689,2,1,1,F,64,7,1,M,G,0,VENTURA,UNINCORPORATED,2018
90641894,1,1,4,M,35,5,1,-,W,1,VENTURA,UNINCORPORATED,2018
90642151,1,1,1,F,41,7,1,M,G,0,VENTURA,UNINCORPORATED,2018
90642151,2,1,1,F,60,7,1,M,G,0,VENTURA,UNINCORPORATED,2018
90642272,1,1,1,M,67,6,1,L,G,0,VENTURA,MOORPARK,2018
90642291,1,1,4,M,73,6,1,-,W,1,VENTURA,UNINCORPORATED,2018
90642517,1,1,1,M,22,7,1,M,H,0,VENTURA,UNINCORPORATED,2018
90643163,2,1,2,F,24,6,6,P,G,0,VENTURA,UNINCORPORATED,2018
90643163,2,2,1,M,30,5,1,L,G,0,VENTURA,UNINCORPORATED,2018
90643163,2,3,2,M,33,6,3,L,G,0,VENTURA,UNINCORPORATED,2018
90643232,1,1,1,F,49,7,1,M,G,0,VENTURA,UNINCORPORATED,2018
90643238,2,1,1,F,43,7,1,M,G,0,VENTURA,CAMARILLO,2018
90643448,1,1,2,F,84,7,3,M,G,0,VENTURA,UNINCORPORATED,2018
90644121,2,1,2,F,58,6,6,L,G,0,VENTURA,CAMARILLO,2018
90644134,1,1,1,F,68,7,1,M,G,0,VENTURA,UNINCORPORATED,2018
90644631,1,1,1,M,53,6,1,P,W,1,VENTURA,UNINCORPORATED,2018
90645249,1,1,1,F,34,5,1,L,G,0,VENTURA,UNINCORPORATED,2018
90645249,1,2,2,M,29,6,3,L,G,0,VENTURA,UNINCORPORATED,2018
90645326,2,1,1,M,61,5,1,M,G,0,VENTURA,VENTURA,2018
90645616,1,1,1,M,69,6,1,M,G,0,VENTURA,"SANTA PAULA",2018
90645649,2,1,1,M,60,6,1,L,G,0,VENTURA,UNINCORPORATED,2018
90645964,2,1,1,M,67,7,1,M,G,0,VENTURA,UNINCORPORATED,2018
90646605,1,1,1,F,46,7,1,M,G,0,VENTURA,UNINCORPORATED,2018
90647067,2,1,2,F,64,7,3,M,G,0,VENTURA,UNINCORPORATED,2018
90647323,1,1,1,M,22,6,1,L,G,0,VENTURA,UNINCORPORATED,2018
90647662,2,1,1,M,57,6,1,L,G,0,VENTURA,UNINCORPORATED,2018
90649319,1,1,1,M,26,5,1,M,G,0,VENTURA,UNINCORPORATED,2018
90650036,1,1,1,F,49,7,1,L,G,0,VENTURA,UNINCORPORATED,2018
90650036,2,1,1,M,71,6,1,L,G,0,VENTURA,UNINCORPORATED,2018
90650184,1,1,2,F,22,7,3,L,G,0,VENTURA,UNINCORPORATED,2018
90650184,2,1,1,M,25,7,1,L,G,0,VENTURA,UNINCORPORATED,2018
90650298,1,1,1,M,18,7,1,M,G,0,VENTURA,"SANTA PAULA",2018
90650551,2,1,1,M,31,7,1,L,G,0,VENTURA,UNINCORPORATED,2018
90650997,1,1,1,M,21,6,1,L,G,0,VENTURA,MOORPARK,2018
90651196,1,1,1,M,22,7,1,M,G,0,VENTURA,"SIMI VALLEY",2018
90651898,1,1,4,M,75,5,1,-,W,0,VENTURA,UNINCORPORATED,2018
90651905,1,1,1,M,37,7,1,L,G,0,VENTURA,VENTURA,2018
90651974,1,1,1,F,27,7,1,M,G,0,VENTURA,UNINCORPORATED,2018
90651993,1,1,1,M,54,7,1,M,G,0,VENTURA,UNINCORPORATED,2018
90652290,2,1,2,F,24,7,4,P,G,0,VENTURA,MOORPARK,2018
90652290,2,2,2,F,24,7,6,P,G,0,VENTURA,MOORPARK,2018
90652338,1,1,4,F,17,6,1,-,W,0,VENTURA,UNINCORPORATED,2018
90652670,2,1,4,M,56,5,1,-,W,1,VENTURA,UNINCORPORATED,2018
90652673,2,1,2,F,56,7,3,M,G,0,VENTURA,VENTURA,2018
90652698,1,1,1,F,45,5,1,L,G,0,VENTURA,MOORPARK,2018
90652717,1,1,1,F,24,7,1,M,G,0,VENTURA,UNINCORPORATED,2018
90652717,2,1,1,F,59,7,1,M,G,0,VENTURA,UNINCORPORATED,2018
90652737,1,1,1,F,62,7,1,M,G,0,VENTURA,VENTURA,2018
90652829,2,1,1,M,43,5,1,P,W,1,VENTURA,UNINCORPORATED,2018
90652901,1,1,3,F,13,6,9,-,-,0,VENTURA,UNINCORPORATED,2018
90652991,2,1,1,M,49,7,1,M,G,0,VENTURA,"SIMI VALLEY",2018
90653142,2,1,1,F,30,7,1,L,G,0,VENTURA,"THOUSAND OAKS",2018
90653221,2,1,1,M,55,7,1,M,G,0,VENTURA,UNINCORPORATED,2018
90653397,1,1,1,M,40,6,1,L,G,0,VENTURA,"SIMI VALLEY",2018
90653420,2,1,1,F,36,6,1,M,G,0,VENTURA,UNINCORPORATED,2018
90653745,1,1,1,M,30,7,1,M,G,0,VENTURA,VENTURA,2018
90655685,2,1,1,M,36,6,1,M,G,0,VENTURA,UNINCORPORATED,2018
90655685,2,2,2,M,6,6,4,M,Q,0,VENTURA,UNINCORPORATED,2018
90655740,1,1,2,M,38,7,3,M,G,0,VENTURA,"SIMI VALLEY",2018
90655740,2,1,1,M,25,7,1,M,G,0,VENTURA,"SIMI VALLEY",2018
90657141,2,1,4,M,62,6,1,-,W,1,VENTURA,UNINCORPORATED,2018
90657640,1,1,1,M,34,6,1,M,G,0,VENTURA,UNINCORPORATED,2018
90659830,2,1,2,M,9,7,0,P,P,0,VENTURA,OXNARD,2018
90697058,1,1,1,M,17,1,1,M,G,0,VENTURA,UNINCORPORATED,2018
90766786,1,1,1,M,28,5,1,L,G,0,VENTURA,UNINCORPORATED,2018
90766786,2,1,1,M,45,7,1,M,G,0,VENTURA,UNINCORPORATED,2018
90766786,3,1,1,M,53,1,1,L,G,0,VENTURA,UNINCORPORATED,2018
90766786,3,2,2,F,56,1,3,L,G,0,VENTURA,UNINCORPORATED,2018
90787677,1,1,1,F,51,1,1,M,G,0,VENTURA,UNINCORPORATED,2018
90787677,2,1,1,M,55,7,1,L,G,0,VENTURA,UNINCORPORATED,2018
90787677,2,2,2,F,52,7,3,L,G,0,VENTURA,UNINCORPORATED,2018
